Index	Chr	Start	End	SV_size	SV_Cat	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
491	3	144395210	144395510	300	1	6.114286	0.318613	0	60	0	0	60	60	2.714286	7.181325	0.142857	0	19	3.714286	7.674944	0	21	0	0	0	0	-3.714286	7.674944	-21	0	6.304636	0.564667	0.029801	60	0	0	60	60	2.375	6.717514	0.125	0	19	3.25	7.225945	0	21	0.125	0.353553	0	1	-3.125	7.298483	-21	1	6.304636	0.564667	0.029801	60	0	0	60	60	2.375	6.717514	0.125	0	19	3.25	7.225945	0	21	0.125	0.353553	0	1	-3.125	7.298483	-21	1	0	0	0	1	0.003322	0.332226	0.687708	0	6.304636	0.564667	0.029801	60	0	0	60	60	2.375	6.717514	0.125	0	19	3.25	7.225945	0	21	0.125	0.353553	0	1	-3.125	7.298483	-21	1	6	0	0	60	0	0	60	60	3.166667	7.756718	0.166667	0	19	0.833333	0.983192	0	2	0.166667	0.408248	0	1	-0.666667	1.21106	-2	1
492	3	144961555	144961851	296	1	24.985714	1.999232	0	60	0	0	60	60	1.825	9.413268	0.05	0	0	4.1	6.444238	0	15	0.55	0.503831	0	1	-3.55	6.255049	-15	0	35.268456	1.015906	0	60	0	0	60	60	1.972973	9.782315	0.054054	0	0	4.594595	6.495552	1	15	0.648649	0.483978	0	1	-3.945946	6.363725	-15	0	35.268456	1.015906	0	60	0	0	60	60	1.972973	9.782315	0.054054	0	0	4.594595	6.495552	1	15	0.648649	0.483978	0	1	-3.945946	6.363725	-15	0	2	0	0	0	0	0.316498	0.023569	0	35.268456	1.015906	0	60	0	0	60	60	1.972973	9.782315	0.054054	0	0	4.594595	6.495552	1	15	0.648649	0.483978	0	1	-3.945946	6.363725	-15	0	37.717949	1.548342	0	60	0	0	60	60	1.825	9.413268	0.05	0	0	4.325	6.313955	1	15	0.625	0.49029	0	1	-3.7	6.17771	-15	0
493	3	145370456	145370631	175	1	24.057143	2.860089	0	60	0	0	60	60	0	0	0	0	0	0.516129	1.502686	0	1	0.677419	1.904155	0	1	0.16129	2.570302	-1	1	17.180791	1.071889	0	60	0	0	60	60	0	0	0	0	0	0.608696	1.698639	0	1	0.304348	1.25896	0	0	-0.304348	2.204021	-1	0	17.180791	1.071889	0	60	0	0	60	60	0	0	0	0	0	0.608696	1.698639	0	1	0.304348	1.25896	0	0	-0.304348	2.204021	-1	0	1	0	0	0	0	0.238636	0	0.505682	17.180791	1.071889	0	60	0	0	60	60	0	0	0	0	0	0.608696	1.698639	0	1	0.304348	1.25896	0	0	-0.304348	2.204021	-1	0	28.672365	6.403865	0	60	0	0	60	60	1.97561	12.650075	0.02439	0	0	0.170732	0.495098	0	1	0.02439	0.156174	0	0	-0.146341	0.527303	-1	0
494	3	146395345	146395667	322	1	35.314286	3.027774	0	60	0	0	60	60	21.733333	130.604451	0.066667	0	0	0.653333	2.772906	0	0	0.906667	2.308465	0	2	0.253333	2.589445	0	2	37.728395	0.445475	0	60	0	0	60	60	41.794872	179.879811	0.128205	0	18	1.25641	3.767716	0	6	1.769231	2.968799	0	4	0.512821	3.597307	0	3	37.728395	0.445475	0	60	0	0	60	60	41.794872	179.879811	0.128205	0	18	1.25641	3.767716	0	6	1.769231	2.968799	0	4	0.512821	3.597307	0	3	2	0	0	4	0.012384	0.340557	1	0	37.728395	0.445475	0	60	0	0	60	60	41.794872	179.879811	0.128205	0	18	1.25641	3.767716	0	6	1.769231	2.968799	0	4	0.512821	3.597307	0	3	38.766382	0.557657	0	60	0	0	60	60	41.897436	179.856492	0.128205	0	18	1.282051	3.762339	0	6	1.897436	2.962883	0	4	0.615385	3.617322	0	3
495	3	147174052	147174389	337	1	39.928571	2.887189	0	60	0	0	60	60	0	0	0	0	0	0.596154	1.014785	0	2	0.711538	1.072591	0	2	0.115385	1.579946	-2	2	44.365782	0.482361	0	60	0	0	60	60	0	0	0	0	0	0.607843	1.021341	0	2	0.72549	1.078488	0	2	0.117647	1.595582	-2	2	44.365782	0.482361	0	60	0	0	60	60	0	0	0	0	0	0.607843	1.021341	0	2	0.72549	1.078488	0	2	0.117647	1.595582	-2	2	2	0	0	0	0	0.393491	0.248521	0	44.365782	0.482361	0	60	0	0	60	60	0	0	0	0	0	0.607843	1.021341	0	2	0.72549	1.078488	0	2	0.117647	1.595582	-2	2	45.760684	0.433911	0	60	0	0	60	60	0	0	0	0	0	0.584906	1.008311	0	2	0.660377	1.055087	0	2	0.075472	1.542339	-2	2
496	3	147611596	147611905	309	1	26.12	2.361923	0	60	0	0	60	60	3.689655	11.17428	0.103448	0	29	1.62069	2.210588	0	5	0.413793	1.547284	0	0	-1.206897	2.79514	-5	0	20.202572	1.310304	0.003215	60	0	0	60	60	4.458333	12.183307	0.125	0	29	1.541667	1.559798	0	4	0.5	1.693979	0	0	-1.041667	2.422345	-4	0	20.202572	1.310304	0.003215	60	0	0	60	60	4.458333	12.183307	0.125	0	29	1.541667	1.559798	0	4	0.5	1.693979	0	0	-1.041667	2.422345	-4	0	1	0	0	1	0.003226	0.467742	1	0	20.202572	1.310304	0.003215	60	0	0	60	60	4.458333	12.183307	0.125	0	29	1.541667	1.559798	0	4	0.5	1.693979	0	0	-1.041667	2.422345	-4	0	21.387464	0.487867	0	60	0	0	60	60	3.181818	10.463708	0.090909	0	0	1.636364	1.590012	0	4	0.545455	1.76547	0	0	-1.090909	2.52434	-4	0
497	3	147809871	147819946	10075	3	15.682857	1.12512	0	60	0	0	60	60	0	0	0	0	0	1.166667	1.723539	0	4	0.333333	0.840168	0	2	-0.833333	2.065116	-4	1	13.287749	0.91953	0	60	0	0	60	60	0	0	0	0	0	1.066667	1.830951	0	4	0.4	0.910259	0	2	-0.666667	2.193063	-4	1	14.432317	11.996124	0.542676	60	0	0	60	60	6.037037	44.362981	0.018519	0	0	0.462963	1.160887	0	2	0.12963	0.515653	0	0	-0.333333	1.288556	-2	0	0	0	0	1	0.000099	0.314212	0.137257	0.031461	32.789174	0.659868	0	60	0	0	60	60	9.314286	55.104057	0.028571	0	0	0.257143	0.70054	0	1	0.028571	0.169031	0	0	-0.228571	0.731063	-1	0	31.452991	0.498496	0	60	0	0	60	60	9.878788	56.749316	0.030303	0	0	0.333333	0.853913	0	2	0.030303	0.174078	0	0	-0.30303	0.883348	-2	0
498	3	150952194	150952585	391	1	58.571429	1.291047	0	60	0	0	60	60	68.555556	535.081115	0.063492	0	0	3.793651	2.74249	0	7	0.396825	1.519122	0	0	-3.396825	2.655121	-7	0	60.185185	0.389002	0	60	0	0	60	60	69.66129	539.376627	0.064516	0	0	3.919355	2.675318	0	7	0.403226	1.530667	0	0	-3.516129	2.603541	-7	0	60.165394	0.37201	0	60	0	0	60	60	69.66129	539.376627	0.064516	0	0	3.919355	2.675318	0	7	0.403226	1.530667	0	0	-3.516129	2.603541	-7	0	2	0	0	0	0	0.395408	0.293367	0	60.185185	0.389002	0	60	0	0	60	60	69.66129	539.376627	0.064516	0	0	3.919355	2.675318	0	7	0.403226	1.530667	0	0	-3.516129	2.603541	-7	0	59.831909	1.24795	0	60	0	0	60	60	66.446154	526.789244	0.061538	0	0	3.984615	2.564739	0	7	0.507692	1.768854	0	1	-3.476923	2.675746	-7	0
499	3	152074080	152075687	1607	2	52.088571	0.656146	0	59.625	2.806243	0	60	60	0.625	3.655942	0.035714	0	0	0.767857	0.934025	0	2	9.928571	5.16934	0	14	9.160714	5.073198	0	14	50.703704	0.936841	0	60	0	0	60	60	0.169811	1.236245	0.018868	0	0	0.792453	0.947841	0	2	10.811321	4.637044	0	14	10.018868	4.634696	0	14	49.233686	1.100694	0	60	0	0	60	60	0.42623	2.445806	0.032787	0	0	0.754098	0.924766	0	2	9.737705	5.306919	0	14	8.983607	5.274125	0	14	2	0	0	0	0	0.41107	0.314677	0.0199	48.361823	0.481214	0	60	0	0	60	60	0.52	2.69724	0.04	0	0	0.72	0.926701	0	2	11.04	4.370401	2	14	10.32	4.419068	1	14	45.877493	1.662814	0	60	0	0	60	60	1.061224	4.543348	0.061224	0	0	0.673469	0.875304	0	2	10.816327	4.68452	2	14	10.142857	4.699291	1	14
500	3	152792881	152795846	2965	2	30.708571	1.444557	0	60	0	0	60	60	3.742857	13.548047	0.085714	0	0	2.114286	1.794951	0	4	2.685714	5.245566	0	13	0.571429	4.942527	-4	10	37.672365	0.56397	0	60	0	0	60	60	3.358974	12.8667	0.076923	0	0	1.897436	1.817964	0	4	2.435897	5.019933	0	13	0.538462	4.678316	-4	10	34.811594	4.845756	0	60	0	0	60	60	8.903846	43.81076	0.096154	0	4	1.442308	1.764725	0	4	2.865385	5.361551	0	13	1.423077	5.266789	-3	12	2	3	0.001011	3	0.001011	0.437964	0.738031	0.009777	26.262108	0.550029	0	60	0	0	60	60	1.535714	5.131473	0.071429	0	4	1.571429	1.730523	0	4	4.5	6.735753	0	14	2.928571	6.705048	-4	13	24.866097	0.341034	0	60	0	0	60	60	1.72	5.412332	0.08	0	4	1.64	1.753093	0	4	4.96	6.996904	0	14	3.32	6.974477	-4	13
501	3	152888493	152889122	629	1	25.774286	0.41865	0	60	0	0	60	60	1.178571	5.185832	0.071429	0	0	1.035714	1.035737	0	3	0.142857	0.590937	0	0	-0.892857	1.227442	-3	0	27.965812	1.743223	0	60	0	0	60	60	3.242424	13.571639	0.090909	0	0	1	1	0	2	0.121212	0.545297	0	0	-0.878788	1.166125	-2	0	29.082409	1.836022	0	60	0	0	60	60	2.972222	13.008758	0.083333	0	0	0.916667	0.996422	0	2	0.111111	0.522509	0	0	-0.805556	1.141914	-2	0	1	0	0	0	0	0.379365	0.471429	0	30.384615	0.49879	0	60	0	0	60	60	3.057143	13.188549	0.085714	0	0	0.942857	0.998318	0	2	0.114286	0.529785	0	0	-0.828571	1.150082	-2	0	31.02849	0.166606	0	60	0	0	60	60	3.147059	13.37599	0.088235	0	0	0.970588	0.999554	0	2	0.147059	0.55772	0	0	-0.823529	1.192669	-2	0
502	3	154399586	154399901	315	1	48.742857	1.17136	0	60	0	0	60	60	0	0	0	0	0	0.890909	1.717801	0	3	0.218182	1.100352	0	0	-0.672727	2.073238	-3	0	50.681388	0.643419	0	58.947368	7.947194	0.017544	60	60	0	0	0	0	0	0.859649	1.694936	0	3	0.210526	1.081283	0	0	-0.649123	2.039706	-3	0	50.681388	0.643419	0	58.947368	7.947194	0.017544	60	60	0	0	0	0	0	0.859649	1.694936	0	3	0.210526	1.081283	0	0	-0.649123	2.039706	-3	0	2	0	0	0	0	0.414557	1	0	50.681388	0.643419	0	58.947368	7.947194	0.017544	60	60	0	0	0	0	0	0.859649	1.694936	0	3	0.210526	1.081283	0	0	-0.649123	2.039706	-3	0	50.538462	0.743026	0	60	0	0	60	60	0	0	0	0	0	0.862069	1.680103	0	3	0.206897	1.072113	0	0	-0.655172	2.02226	-3	0
503	3	154827255	154827970	715	1	54.017143	1.762306	0	60	0	0	60	60	0.321429	2.405351	0.017857	0	0	1.892857	1.775373	0	5	0.642857	1.577438	0	2	-1.25	1.697592	-4	0	52.304843	1.63391	0	60	0	0	60	60	0.321429	2.405351	0.017857	0	0	1.875	1.78949	0	5	0.607143	1.56877	0	1	-1.267857	1.678647	-4	0	49.429568	3.101561	0	60	0	0	60	60	0.321429	2.405351	0.017857	0	0	1.875	1.78949	0	5	0.607143	1.56877	0	1	-1.267857	1.678647	-4	0	2	0	0	1	0.001397	0.444134	0	0	46.57265	0.724859	0	60	0	0	60	60	0.367347	2.571429	0.020408	0	0	1.877551	1.844278	0	5	0.693878	1.660874	0	2	-1.183673	1.703837	-4	0	45.361823	1.396985	0	60	0	0	60	60	0.391304	2.653955	0.021739	0	0	1.934783	1.878559	0	5	0.73913	1.705348	0	2	-1.195652	1.746356	-4	0
504	3	155098549	155103230	4681	2	46.688571	0.622073	0	60	0	0	60	60	0.531915	3.646625	0.021277	0	0	8.914894	3.616567	3	13	8.12766	3.853948	3	13	-0.787234	3.605166	-5	3	46.034188	1.583477	0	60	0	0	60	60	0.480769	3.466876	0.019231	0	0	8.173077	3.983895	2	13	7.019231	4.603879	0	12	-1.153846	3.561144	-5	3	51.923553	3.240885	0	59.929293	0.703526	0	60	60	6.686869	57.823738	0.040404	0	0	5.080808	4.681001	0	12	3.707071	4.828175	0	11	-1.373737	3.108861	-6	2	2	4	0.000854	3	0.000641	0.401965	0.182828	0.009611	50.766382	0.954453	0	60	0	0	60	60	10.578947	76.056593	0.035088	0	0	3.947368	4.509597	0	12	2.087719	4.119989	0	11	-1.859649	2.930374	-7	0	50.663818	1.481631	0	60	0	0	60	60	11.407407	78.121704	0.055556	0	0	3.62963	4.336316	0	11	1.777778	3.950957	0	8	-1.851852	3.030707	-7	0
505	3	156295777	156299150	3373	2	47.071429	0.494133	0	60	0	0	60	60	0.693878	4.857143	0.020408	0	0	0.285714	0.5	0	1	0.22449	0.42157	0	1	-0.061224	0.689449	-1	1	44.925926	1.082423	0	60	0	0	60	60	0.693878	4.857143	0.020408	0	0	0.326531	0.515904	0	1	0.204082	0.407206	0	1	-0.122449	0.6962	-1	1	38.54963	4.125026	0	60	0	0	60	60	23.851351	201.209336	0.027027	0	0	0.351351	0.650236	0	1	0.148649	0.35817	0	1	-0.202703	0.776005	-1	1	2	0	0	0	0	0.363663	0.296384	0	36.438746	0.664257	0	60	0	0	60	60	0	0	0	0	0	0.45	0.677476	0	1	0.05	0.220721	0	0	-0.4	0.708918	-1	0	37.680912	0.875479	0	60	0	0	60	60	0	0	0	0	0	0.4	0.671775	0	1	0.05	0.220721	0	0	-0.35	0.699817	-1	0
506	3	156875710	156876039	329	1	12.451429	0.509717	0	58.833333	4.949747	0	60	60	30.5	122.353514	0.111111	0	29	0	0	0	0	0	0	0	0	0	0	0	0	12.574018	0.49524	0	60	0	0	60	60	39.214286	138.595248	0.142857	0	29	0	0	0	0	0	0	0	0	0	0	0	0	12.574018	0.49524	0	60	0	0	60	60	39.214286	138.595248	0.142857	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.357576	0	0	12.574018	0.49524	0	60	0	0	60	60	39.214286	138.595248	0.142857	0	29	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	60	0	0	60	60	2.230769	8.043153	0.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507	3	157775972	157777448	1476	2	60.545714	2.193223	0	60	0	0	60	60	0.261538	1.87314	0.015385	0	0	1.661538	1.898	0	4	1.169231	1.916778	0	4	-0.492308	2.513234	-3	3	61.02849	0.97938	0	60	0	0	60	60	0.257576	1.858954	0.015152	0	0	1.515152	1.86665	0	3	1.272727	1.957592	0	4	-0.242424	2.530191	-3	4	60.924222	1.268202	0	60	0	0	60	60	0.226667	1.744283	0.013333	0	0	1.333333	1.818325	0	3	1.44	2.001621	0	4	0.106667	2.638454	-3	4	2	1	0.000677	1	0.000677	0.377793	0	0	61.518519	1.15836	0	60	0	0	60	60	0.269841	1.902514	0.015873	0	0	1	1.319824	0	3	1.714286	2.074644	0	4	0.714286	2.113158	-2	4	51.245014	3.447123	0	60	0	0	60	60	0.278689	1.933314	0.016393	0	0	1.016393	1.335313	0	3	1.901639	2.095272	0	4	0.885246	2.206795	-2	4
508	3	159968712	159969424	712	1	33.348571	4.048939	0	60	0	0	60	60	1	4.773832	0.051282	0	0	0.641026	1.135253	0	2	0.051282	0.223456	0	0	-0.589744	1.14059	-2	0	43.034188	2.188013	0	60	0	0	60	60	0.622222	4.173994	0.022222	0	0	0.688889	1.083392	0	2	0.044444	0.208409	0	0	-0.644444	1.090362	-2	0	42.910364	1.65726	0	60	0	0	60	60	0.608696	4.128375	0.021739	0	0	0.695652	1.072268	0	2	0.043478	0.206185	0	0	-0.652174	1.079452	-2	0	2	0	0	0	0	0.340813	0	0	42.749288	0.851784	0	60	0	0	60	60	0.622222	4.173994	0.022222	0	0	0.711111	1.079188	0	2	0.044444	0.208409	0	0	-0.666667	1.087115	-2	0	43.584046	0.798697	0	60	0	0	60	60	0.622222	4.173994	0.022222	0	0	0.711111	1.079188	0	2	0.044444	0.208409	0	0	-0.666667	1.087115	-2	0
509	3	160106461	160107114	653	1	16.265714	2.103544	0	60	0	0	60	60	0	0	0	0	0	1.45	1.234376	0	2	0.15	0.366348	0	1	-1.3	1.260743	-4	0	12	0	0	60	0	0	60	60	0	0	0	0	0	1.416667	1.240112	1	2	0.083333	0.288675	0	0	-1.333333	1.302678	-2	0	11.377099	0.973547	0	60	0	0	60	60	0	0	0	0	0	1.416667	1.240112	1	2	0.083333	0.288675	0	0	-1.333333	1.302678	-2	0	0	0	0	1	0.001529	0.348624	0.814985	0	10.837607	1.068702	0	60	0	0	60	60	0	0	0	0	0	1.416667	1.240112	1	2	0.083333	0.288675	0	0	-1.333333	1.302678	-2	0	4.373219	2.205259	0.763533	60	0	0	60	60	0	0	0	0	0	1	0.5	0	2	0.111111	0.333333	0	1	-0.888889	0.600925	-2	0
510	3	160602216	160603156	940	1	50.811429	0.61396	0	60	0	0	60	60	1.836364	8.082362	0.054545	0	0	0.745455	1.075281	0	2	1.272727	1.079344	0	3	0.527273	1.317328	-1	2	51.692308	1.003948	0	60	0	0	60	60	1.803571	8.012308	0.053571	0	0	0.660714	1.049273	0	2	1.214286	0.985611	0	2	0.553571	1.234646	-1	2	52.375796	1.197308	0	60	0	0	60	60	1.711864	7.812569	0.050847	0	0	0.627119	1.032211	0	2	1.152542	0.99678	0	2	0.525424	1.208532	-1	2	2	1	0.001063	0	0	0.379384	0.037194	0	52.188034	1.03315	0	60	0	0	60	60	1.803571	8.012308	0.053571	0	0	0.5	0.738549	0	2	1.125	0.992014	0	2	0.625	1.054212	-1	2	48.997151	1.464823	0	60	0	0	60	60	1.037736	5.441869	0.037736	0	0	0.45283	0.722337	0	1	1.150943	0.968667	0	2	0.698113	1.030028	0	2
511	3	161813440	161813547	107	1	50.068571	0.601703	0	60	0	0	60	60	0	0	0	0	0	0.018519	0.136083	0	0	0	0	0	0	-0.018519	0.136083	0	0	48.357798	0.481566	0	60	0	0	60	60	0	0	0	0	0	0.019231	0.138675	0	0	0	0	0	0	-0.019231	0.138675	0	0	48.357798	0.481566	0	60	0	0	60	60	0	0	0	0	0	0.019231	0.138675	0	0	0	0	0	0	-0.019231	0.138675	0	0	2	0	0	0	0	0.342593	1	0	48.357798	0.481566	0	60	0	0	60	60	0	0	0	0	0	0.019231	0.138675	0	0	0	0	0	0	-0.019231	0.138675	0	0	44.501425	3.483737	0	60	0	0	60	60	0	0	0	0	0	0.019608	0.140028	0	0	0	0	0	0	-0.019608	0.140028	0	0
512	3	164076958	164078278	1320	2	48.868571	0.428077	0	60	0	0	60	60	0	0	0	0	0	1.072727	2.623643	0	2	0.545455	0.834847	0	2	-0.527273	2.106907	-1	1	48.236467	0.795295	0	60	0	0	60	60	0	0	0	0	0	1.052632	2.58029	0	2	0.561404	0.824135	0	2	-0.491228	2.079859	-1	1	48.323752	0.878473	0	60	0	0	60	60	0	0	0	0	0	0.969697	2.424044	0	2	0.575758	0.804996	0	2	-0.393939	1.975845	-1	1	2	1	0.000757	2	0.001514	0.382286	0.234671	0	48.632479	0.743716	0	60	0	0	60	60	0	0	0	0	0	1.066667	2.523561	0	2	0.633333	0.822701	0	2	-0.433333	2.06969	-2	1	48.558405	0.497286	0	60	0	0	60	60	0	0	0	0	0	1.185185	2.635563	0	2	0.703704	0.838454	0	2	-0.481481	2.178287	-2	1
513	3	164755076	164756285	1209	2	10.562857	1.094552	0	60	0	0	60	60	0	0	0	0	0	1.230769	1.091928	0	2	0.769231	0.438529	0	1	-0.461538	0.967418	-1	1	12	0	0	60	0	0	60	60	0	0	0	0	0	1.333333	1.073087	0	2	0.833333	0.389249	0	1	-0.5	1	-1	1	11.965318	0.183049	0	60	0	0	60	60	0	0	0	0	0	1.384615	1.043908	0	2	0.846154	0.375534	0	1	-0.538462	0.967418	-1	1	0	1	0.000826	0	0	0.285124	0.057851	0.020661	11.997151	0.053376	0	60	0	0	60	60	0	0	0	0	0	1.5	1	0	2	0.916667	0.288675	1	1	-0.583333	0.996205	-1	1	12.965812	0.181971	0	60	0	0	60	60	0	0	0	0	0	1.538462	0.967418	0	2	0.923077	0.27735	1	1	-0.615385	0.960769	-1	1
514	3	165682554	165685602	3048	2	26.2	1.130459	0	60	0	0	60	60	0	0	0	0	0	0.925926	1.412198	0	3	1.777778	2.391223	0	6	0.851852	3.182932	-3	5	27.706553	1.07008	0	60	0	0	60	60	0	0	0	0	0	0.862069	1.381618	0	3	1.655172	2.349405	0	6	0.793103	3.075007	-3	5	38.312787	8.655758	0	60	0	0	60	60	0	0	0	0	0	0.47619	1.075492	0	2	1.095238	2.13809	0	4	0.619048	2.523621	-1	4	2	0	0	3	0.000984	0.36143	0.122991	0	48.74359	0.437274	0	60	0	0	60	60	0	0	0	0	0	0.36	0.776176	0	1	1.12	2.309165	0	5	0.76	2.495383	-1	5	45.652422	1.633222	0	60	0	0	60	60	0	0	0	0	0	0.38	0.779586	0	1	1.08	2.293202	0	5	0.7	2.476419	-1	5
515	3	166227068	166227311	243	1	30.291429	0.924475	0	59.8125	1.06066	0	60	60	61.625	339.196275	0.09375	0	0	0.46875	1.950755	0	1	0.34375	0.545325	0	1	-0.125	1.930235	-1	1	30.763265	0.425948	0	59.8125	1.06066	0	60	60	61.625	339.196275	0.09375	0	0	0.46875	1.950755	0	1	0.34375	0.545325	0	1	-0.125	1.930235	-1	1	30.763265	0.425948	0	59.8125	1.06066	0	60	60	61.625	339.196275	0.09375	0	0	0.46875	1.950755	0	1	0.34375	0.545325	0	1	-0.125	1.930235	-1	1	1	0	0	0	0	0.340164	0.401639	0	30.763265	0.425948	0	59.8125	1.06066	0	60	60	61.625	339.196275	0.09375	0	0	0.46875	1.950755	0	1	0.34375	0.545325	0	1	-0.125	1.930235	-1	1	30.820513	0.692186	0	60	0	0	60	60	1.485714	7.12234	0.057143	0	0	0.171429	0.382385	0	1	0.257143	0.505433	0	1	0.085714	0.701739	-1	1
516	3	166750196	166750551	355	1	49.774286	0.988717	0	60	0	0	60	60	1.145455	6.837853	0.036364	0	0	3.072727	5.11662	0	12	0	0	0	0	-3.072727	5.11662	-12	0	46.307692	1.026463	0	60	0	0	60	60	1.26	7.167984	0.04	0	0	3.38	5.271758	0	12	0	0	0	0	-3.38	5.271758	-13	0	46.285714	1.031603	0	60	0	0	60	60	1.26	7.167984	0.04	0	0	3.38	5.271758	0	12	0	0	0	0	-3.38	5.271758	-13	0	2	0	0	0	0	0.376404	0	0.08427	46.239316	0.976725	0	60	0	0	60	60	1.26	7.167984	0.04	0	0	3.38	5.271758	0	12	0	0	0	0	-3.38	5.271758	-13	0	40.925926	4.273531	0	60	0	0	60	60	1.340426	7.390583	0.042553	0	0	3.851064	5.524565	0	13	0	0	0	0	-3.851064	5.524565	-13	0
517	3	167707243	167707350	107	1	15.18	1.473413	0	60	0	0	60	60	3.15	14.087228	0.05	0	0	0.2	0.695852	0	0	0.2	0.894427	0	0	0	0.324443	0	0	13.541284	0.500594	0	60	0	0	60	60	4.5	16.837458	0.071429	0	0	0.285714	0.82542	0	1	0.285714	1.069045	0	0	0	0.392232	0	0	13.541284	0.500594	0	60	0	0	60	60	4.5	16.837458	0.071429	0	0	0.285714	0.82542	0	1	0.285714	1.069045	0	0	0	0.392232	0	0	0	0	0	0	0	0.259259	0	0	13.541284	0.500594	0	60	0	0	60	60	4.5	16.837458	0.071429	0	0	0.285714	0.82542	0	1	0.285714	1.069045	0	0	0	0.392232	0	0	16.552707	2.135934	0	60	0	0	60	60	4.35	14.808515	0.1	0	0	0.35	0.933302	0	1	0.2	0.894427	0	0	-0.15	0.74516	-1	0
518	3	170505492	170505962	470	1	14.837143	4.034137	0	60	0	0	60	60	1.863636	6.049758	0.090909	0	0	0.363636	1.17698	0	0	0.090909	0.294245	0	0	-0.272727	0.882735	0	0	29.116809	2.410815	0	60	0	0	60	60	1.28125	5.056037	0.0625	0	0	0.25	0.983739	0	0	0.0625	0.245935	0	0	-0.1875	0.737804	0	0	29.980932	2.560034	0	60	0	0	60	60	1.205882	4.909974	0.058824	0	0	0.235294	0.95533	0	0	0.058824	0.238833	0	0	-0.176471	0.716498	0	0	1	0	0	0	0	0.401274	1	0	31.222222	1.20791	0	60	0	0	60	60	1.205882	4.909974	0.058824	0	0	0.235294	0.95533	0	0	0.058824	0.238833	0	0	-0.176471	0.716498	0	0	34.301994	0.725039	0	60	0	0	60	60	1.171429	4.841522	0.057143	0	0	0.228571	0.942016	0	0	0.057143	0.235504	0	0	-0.171429	0.706512	0	0
