Index	Chr	Start	End	SV_size	SV_Cat	Info	L_Cov	L_Cov_sd	L_Cov_pro	L_Mapping_q	L_Mapping_q_sd	L_Mapping_pro	L_Mapping_10_percentile	L_Mapping_90_percentile	L_Soft	L_Soft_sd	L_Soft_pro	L_Soft_10_percentile	L_Soft_90_percentile	L_Del	L_Del_sd	L_Del_10_percentile	L_Del_90_percentile	L_Ins	L_Ins_sd	L_Ins_10_percentile	L_Ins_90_percentile	L_Diff	L_Diff_sd	L_Diff_10_percentile	L_Diff_90_percentile	LM_Cov	LM_Cov_sd	LM_Cov_pro	LM_Mapping_q	LM_Mapping_q_sd	LM_Mapping_pro	LM_Mapping_10_percentile	LM_Mapping_90_percentile	LM_Soft	LM_Soft_sd	LM_Soft_pro	LM_Soft_10_percentile	LM_Soft_90_percentile	LM_Del	LM_Del_sd	LM_Del_10_percentile	LM_Del_90_percentile	LM_Ins	LM_Ins_sd	LM_Ins_10_percentile	LM_Ins_90_percentile	LM_Diff	LM_Diff_sd	LM_Diff_10_percentile	LM_Diff_90_percentile	M_Cov	M_Cov_sd	M_Cov_pro	M_Mapping_q	M_Mapping_q_sd	M_Mapping_pro	M_Mapping_10_percentile	M_Mapping_90_percentile	M_Soft	M_Soft_sd	M_Soft_pro	M_Soft_10_percentile	M_Soft_90_percentile	M_Del	M_Del_sd	M_Del_10_percentile	M_Del_90_percentile	M_Ins	M_Ins_sd	M_Ins_10_percentile	M_Ins_90_percentile	M_Diff	M_Diff_sd	M_Diff_10_percentile	M_Diff_90_percentile	M_Cov_Cat	M_Homvar	M_Homvar_SV	M_Hetvar	M_Hetvar_SV	M_GCcontent	M_Sine_Line_Ltr_SV	M_Simple_Low_Satellite_SV	RM_Cov	RM_Cov_sd	RM_Cov_pro	RM_Mapping_q	RM_Mapping_q_sd	RM_Mapping_pro	RM_Mapping_10_percentile	RM_Mapping_90_percentile	RM_Soft	RM_Soft_sd	RM_Soft_pro	RM_Soft_10_percentile	RM_Soft_90_percentile	RM_Del	RM_Del_sd	RM_Del_10_percentile	RM_Del_90_percentile	RM_Ins	RM_Ins_sd	RM_Ins_10_percentile	RM_Ins_90_percentile	RM_Diff	RM_Diff_sd	RM_Diff_10_percentile	RM_Diff_90_percentile	R_Cov	R_Cov_sd	R_Cov_pro	R_Mapping_q	R_Mapping_q_sd	R_Mapping_pro	R_Mapping_10_percentile	R_Mapping_90_percentile	R_Soft	R_Soft_sd	R_Soft_pro	R_Soft_10_percentile	R_Soft_90_percentile	R_Del	R_Del_sd	R_Del_10_percentile	R_Del_90_percentile	R_Ins	R_Ins_sd	R_Ins_10_percentile	R_Ins_90_percentile	R_Diff	R_Diff_sd	R_Diff_10_percentile	R_Diff_90_percentile
67	1	72766323	72811839	45516	3	yes	17.242857	0.815953	0	60	0	0	60	60	984.8	1215.388214	0.5	0	1926	0.4	0.813676	0	2	1.233333	1.735697	0	3	0.833333	1.78274	-1	3	15	0	0.991429	60	0	0	60	60	1094.222222	1234.209754	0.555556	0	1940	0.407407	0.843949	0	2	1.259259	1.81007	0	4	0.851852	1.833528	-1	4	15	0	0.999934	57.857143	11.338934	0.035714	60	60	1055.142857	1228.665	0.535714	0	1940	0.392857	0.831745	0	2	1.214286	1.792105	0	4	0.821429	1.806441	-1	4	0	40	0.000879	31	0.000681	0.355494	0.671156	0.018213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.32	0.467144	0	60	0	0	60	60	204.285714	268.142563	0.428571	0	682	8.178571	10.968148	0	23	0.357143	1.339272	0	0	-7.821429	10.520011	-23	0
68	1	72766996	72811759	44763	3	yes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0.000313	25	0.000558	0.356402	0.672103	0.018519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.118519	0.323821	0.228571	60	0	0	60	60	204.285714	268.142563	0.428571	0	682	8.178571	10.968148	0	23	0.357143	1.339272	0	0	-7.821429	10.520011	-23	0
69	1	73768783	73769134	351	1	asm	41.04	7.626947	0	60	0	0	60	60	462.462963	578.886691	0.592593	0	1262	0.259259	0.52071	0	1	0.037037	0.190626	0	0	-0.222222	0.537874	-1	0	30	0	0.954286	56.666667	13.938641	0.055556	60	60	693.694444	585.205108	0.888889	0	1321	0.305556	0.576663	0	1	0.027778	0.166667	0	0	-0.277778	0.566246	-1	0	30	0	0.954545	56.666667	13.938641	0.055556	60	60	693.694444	585.205108	0.888889	0	1321	0.305556	0.576663	0	1	0.027778	0.166667	0	0	-0.277778	0.566246	-1	0	0	4	0.011364	31	0.088068	0.53125	0.883523	0	30	0	0.96	56.666667	13.938641	0.055556	60	60	693.694444	585.205108	0.888889	0	1321	0.305556	0.576663	0	1	0.027778	0.166667	0	0	-0.277778	0.566246	-1	0	2	0	1	59.454545	3.133398	0	60	60	76.818182	327.815826	0.060606	0	0	0.090909	0.291937	0	0	0	0	0	0	-0.090909	0.291937	0	0
70	1	74312431	74312682	251	1	asm	16	0	0	60	0	0	60	60	646.770833	1118.075326	0.333333	0	1947	0.854167	1.713396	0	4	0.354167	0.525502	0	1	-0.5	1.571014	-3	1	16	0	0.988095	60	0	0	60	60	646.770833	1118.075326	0.333333	0	1947	0.854167	1.713396	0	4	0.354167	0.525502	0	1	-0.5	1.571014	-3	1	16	0	0.988095	60	0	0	60	60	646.770833	1118.075326	0.333333	0	1947	0.854167	1.713396	0	4	0.354167	0.525502	0	1	-0.5	1.571014	-3	1	0	36	0.142857	5	0.019841	0.301587	0	0	16	0	0.988095	60	0	0	60	60	646.770833	1118.075326	0.333333	0	1947	0.854167	1.713396	0	4	0.354167	0.525502	0	1	-0.5	1.571014	-3	1	31.36	0.480687	0	60	0	0	60	60	539.367347	694.895307	0.653061	0	1067	0.183673	0.808122	0	0	0.387755	0.730762	0	2	0.204082	0.865534	0	2
71	1	74755168	74755289	121	1	asm	20.06	1.275446	0	60	0	0	60	60	682.516129	774.083366	0.612903	0	1682	0.870968	0.340777	0	1	0.870968	2.60438	0	1	0	2.581989	-1	0	19	0	0.967213	60	0	0	60	60	755.642857	780.050721	0.678571	0	2081	0.857143	0.356348	0	1	0.571429	1.894017	0	1	-0.285714	1.88281	-1	0	19	0	0.967213	60	0	0	60	60	755.642857	780.050721	0.678571	0	2081	0.857143	0.356348	0	1	0.571429	1.894017	0	1	-0.285714	1.88281	-1	0	0	11	0.090164	12	0.098361	0.393443	0	0	19	0	0.967213	60	0	0	60	60	755.642857	780.050721	0.678571	0	2081	0.857143	0.356348	0	1	0.571429	1.894017	0	1	-0.285714	1.88281	-1	0	9.954286	0.922915	0	59.931034	0.371391	0	60	60	224.655172	444.61398	0.310345	0	1282	1.068966	0.593479	0	2	0.103448	0.557086	0	0	-0.965517	0.498767	-2	0
72	1	75148235	75148292	57	0	asm	40.334286	0.472416	0	60	0	0	60	60	0	0	0	0	0	27.073171	28.46172	1	57	0.146341	0.357839	0	1	-26.926829	28.450299	-57	0	21.644068	3.467896	0	60	0	0	60	60	0	0	0	0	0	27.75	28.488189	1	57	0.15	0.36162	0	1	-27.6	28.480133	-57	-1	21.644068	3.467896	0	60	0	0	60	60	0	0	0	0	0	27.75	28.488189	1	57	0.15	0.36162	0	1	-27.6	28.480133	-57	-1	1	0	0	1	0.017241	0.086207	0	0.862069	21.644068	3.467896	0	60	0	0	60	60	0	0	0	0	0	27.75	28.488189	1	57	0.15	0.36162	0	1	-27.6	28.480133	-57	-1	41.723647	1.458173	0	60	0	0	60	60	1.090909	7.236272	0.022727	0	0	25.272727	28.26483	0	57	0.159091	0.369989	0	1	-25.113636	28.266354	-57	0
73	1	77240062	77240138	76	0	asm	64.048571	1.912239	0	60	0	0	60	60	0	0	0	0	0	39.477612	40.585622	1	91	0.552239	1.893238	0	1	-38.925373	40.264396	-89	-1	34.820513	4.7775	0	60	0	0	60	60	0	0	0	0	0	40.060606	40.612949	1	91	0.560606	1.906497	0	1	-39.5	40.295161	-89	-1	34.820513	4.7775	0	60	0	0	60	60	0	0	0	0	0	40.060606	40.612949	1	91	0.560606	1.906497	0	1	-39.5	40.295161	-89	-1	2	0	0	4	0.051948	0.246753	0.623377	0	34.820513	4.7775	0	60	0	0	60	60	0	0	0	0	0	40.060606	40.612949	1	91	0.560606	1.906497	0	1	-39.5	40.295161	-89	-1	62.099715	1.552427	0	60	0	0	60	60	0	0	0	0	0	40.661538	40.632221	1	91	0.569231	1.920036	0	1	-40.092308	40.318158	-89	-1
74	1	78649338	78652887	3549	2	yes	20.074286	8.190439	0.002857	58.285714	10.141851	0.028571	60	60	189.542857	268.577773	0.485714	0	674	3	2.711631	1	8	0.4	0.847141	0	2	-2.6	2.902332	-8	0	11.202279	0.409314	0	60	0	0	60	60	0	0	0	0	0	1.533333	1.187234	0	3	0.733333	1.099784	0	2	-0.8	0.774597	-2	0	10.263757	3.355075	0.329859	58.3125	6.75	0	60	60	0	0	0	0	0	1.4375	1.209339	0	3	0.6875	1.078193	0	2	-0.75	0.774597	-2	0	0	5	0.001408	0	0	0.380845	0.471549	0	1	0	1	33	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	33	0	0	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	1	80221780	80223040	1260	2	yes	10.614286	1.388583	0	60	0	0	60	60	173.916667	473.236527	0.166667	0	474	11	4.264014	8	17	0.916667	0.288675	1	1	-10.083333	4.144182	-16	-7	10.632479	0.505935	0	60	0	0	60	60	219.307692	481.74118	0.230769	0	764	10.769231	4.16641	8	17	1	0.408248	1	1	-9.769231	4.126214	-16	-6	10.976228	0.842604	0.003962	60	0	0	60	60	167.705882	428.077938	0.176471	0	764	9.058824	5.117013	0	17	0.764706	0.562296	0	1	-8.294118	4.831727	-16	0	0	2	0.001586	0	0	0.373513	0.983347	0.016653	11.02849	1.239487	0.011396	60	0	0	60	60	54.571429	204.187589	0.071429	0	0	9.285714	5.552942	0	17	0.785714	0.578934	0	1	-8.5	5.2733	-16	0	10.729345	1.206279	0.011396	60	0	0	60	60	54.571429	204.187589	0.071429	0	0	8.571429	6.072818	0	17	0.714286	0.61125	0	1	-7.857143	5.735948	-16	0
76	1	81404757	81410948	6191	2	asm	4.957143	0.461582	1	59.394737	3.731093	0	60	60	128.842105	356.697125	0.131579	0	708	3.5	2.063191	3	5	17.736842	11.23865	10	44	14.236842	9.957841	7	30	5	0	1	55.04878	16.065415	0.073171	60	60	119.414634	344.738015	0.121951	0	596	3.243902	2.188384	3	4	16.439024	11.7772	0	18	13.195122	10.286446	0	15	5	0	1	52.488372	19.580569	0.116279	0	60	113.860465	337.390729	0.116279	0	596	3.093023	2.244718	0	4	15.674419	12.01531	0	18	12.581395	10.424862	0	15	0	10	0.001615	25	0.004037	0.416182	0.980943	0.00646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.662857	1.094683	0	60	0	0	60	60	585.292683	396.043195	0.804878	0	890	0.853659	1.542092	0	1	2.365854	0.661668	2	3	1.512195	1.485294	1	2
77	1	85748620	85748950	330	1	asm	22.842857	1.630966	0	60	0	0	60	60	787.305556	1247.543342	0.555556	0	2957	0.388889	0.871051	0	2	0.055556	0.232311	0	0	-0.333333	0.828079	-2	0	19	0	0.951662	60	0	0	60	60	944.766667	1313.193441	0.666667	0	2957	0.2	0.550861	0	1	0.033333	0.182574	0	0	-0.166667	0.592093	-1	0	19	0	0.951662	60	0	0	60	60	944.766667	1313.193441	0.666667	0	2957	0.2	0.550861	0	1	0.033333	0.182574	0	0	-0.166667	0.592093	-1	0	0	19	0.057402	3	0.009063	0.561934	1	0	19	0	0.951662	60	0	0	60	60	944.766667	1313.193441	0.666667	0	2957	0.2	0.550861	0	1	0.033333	0.182574	0	0	-0.166667	0.592093	-1	0	10.111429	0.365623	0	60	0	0	60	60	626.5	1225.856541	0.333333	0	2594	0.2	0.610257	0	1	4.733333	13.135719	1	7	4.533333	13.169278	1	7
78	1	88873547	88873598	51	0	asm	57.288571	0.905023	0	59.40678	4.556612	0	60	60	3.898305	29.94345	0.016949	0	0	54.288136	13.987742	51	65	5.016949	4.565582	0	11	-49.271186	14.613209	-62	-40	2.188679	11.158054	0.962264	59.396552	4.595725	0	60	60	3.965517	30.20048	0.017241	0	0	55.224138	12.103419	51	65	5.103448	4.556428	0	11	-50.12069	13.189679	-62	-40	2.188679	11.158054	0.962264	59.396552	4.595725	0	60	60	3.965517	30.20048	0.017241	0	0	55.224138	12.103419	51	65	5.103448	4.556428	0	11	-50.12069	13.189679	-62	-40	0	9	0.173077	7	0.134615	0.461538	1	0	2.188679	11.158054	0.962264	59.396552	4.595725	0	60	60	3.965517	30.20048	0.017241	0	0	55.224138	12.103419	51	65	5.103448	4.556428	0	11	-50.12069	13.189679	-62	-40	58.652422	3.222951	0.002849	59.42623	4.481291	0	60	60	3.770492	29.448482	0.016393	0	0	52.737705	16.213062	51	63	4.918033	4.521412	0	11	-47.819672	16.469677	-56	-40
79	1	89475908	89478624	2716	2	yes	41.611429	3.68189	0	60	0	0	60	60	498.482759	1115.610733	0.258621	0	2731	1.603448	1.227459	0	3	0.224138	0.79567	0	1	-1.37931	1.281824	-3	0	28.569801	2.989525	0	60	0	0	60	60	567.098039	1174.326194	0.313725	0	2731	1.862745	1.166527	0	3	0.196078	0.80049	0	0	-1.666667	1.16046	-3	0	33.604121	3.718075	0	60	0	0	60	60	469.744444	1006.791383	0.333333	0	2243	1.633333	1.705576	0	3	0.5	2.837351	0	1	-1.133333	2.23456	-3	0	2	0	0	15	0.005521	0.420317	0.232978	0	35.703704	5.024848	0	60	0	0	60	60	231.721311	605.093192	0.311475	0	796	1.639344	1.949639	0	4	0.737705	3.42978	0	1	-0.901639	2.592971	-3	0	47.757835	1.87496	0	60	0	0	60	60	207.507937	586.992001	0.301587	0	770	1.698413	1.889145	0	4	0.793651	3.38478	0	1	-0.904762	2.576033	-3	0
80	1	91624771	91625054	283	1	asm	10.06	0.362022	0	60	0	0	60	60	514.823529	888.981626	0.323529	0	2022	0.382353	0.817042	0	2	0.470588	0.895622	0	1	0.088235	0.933149	-1	1	10	0	0.93662	60	0	0	60	60	564.645161	916.650371	0.354839	0	2022	0.322581	0.701764	0	2	0.354839	0.660726	0	1	0.032258	0.54674	-1	1	10	0	0.93662	60	0	0	60	60	564.645161	916.650371	0.354839	0	2022	0.322581	0.701764	0	2	0.354839	0.660726	0	1	0.032258	0.54674	-1	1	0	3	0.010563	31	0.109155	0.549296	1	0	10	0	0.93662	60	0	0	60	60	564.645161	916.650371	0.354839	0	2022	0.322581	0.701764	0	2	0.354839	0.660726	0	1	0.032258	0.54674	-1	1	22.908571	1.33186	0	60	0	0	60	60	473.714286	978.43917	0.571429	0	749	2.8	5.60357	0	6	0.828571	0.663578	0	2	-1.971429	5.24957	-4	1
81	1	91914097	91914562	465	1	asm	4	0	1	60	0	0	60	60	105.962963	282.555574	0.148148	0	501	1	0.919866	0	1	0.037037	0.19245	0	0	-0.962963	0.758616	-1	0	4	0	1	60	0	0	60	60	105.962963	282.555574	0.148148	0	501	1	0.919866	0	1	0.037037	0.19245	0	0	-0.962963	0.758616	-1	0	12.142857	9.5751	0.974249	60	0	0	60	60	312.185185	410.775937	0.5	0	794	1.759259	3.392195	0	5	0.074074	0.264351	0	0	-1.685185	3.167191	-5	0	0	3	0.006438	12	0.025751	0.399142	0.948498	0	23	0	0.965714	60	0	0	60	60	518.407407	419.284396	0.851852	0	994	2.518519	4.62743	0	13	0.111111	0.320256	0	1	-2.407407	4.334648	-12	0	23.888889	0.64291	0	60	0	0	60	60	482.655172	425.5756	0.793103	0	994	3.448276	5.654241	0	15	0.172414	0.384426	0	1	-3.275862	5.290804	-14	0
82	1	92232061	92233333	1272	2	yes	30.274286	1.257264	0	60	0	0	60	60	389.34	964.330149	0.24	0	1536	1.36	1.425139	0	3	0.86	1.178203	0	2	-0.5	1.581139	-3	1	18.245014	1.301569	0	60	0	0	60	60	463.5	1037.386803	0.285714	0	1537	1.5	1.485704	0	4	0.928571	1.237481	0	2	-0.571429	1.654895	-3	1	17.72763	1.117063	0	60	0	0	60	60	452.72093	1027.39688	0.27907	0	1537	1.488372	1.46989	0	4	0.906977	1.230833	0	2	-0.581395	1.63638	-3	1	1	0	0	0	0	0.41791	0.498822	0	16.475783	0.658015	0	60	0	0	60	60	0	0	0	0	0	2.25	1.446411	0	4	0.8	0.833509	0	2	-1.45	1.637553	-3	1	21.749288	1.141349	0	60	0	0	60	60	197.051282	564.869056	0.230769	0	282	2	1.337712	0	4	1.589744	3.322316	0	2	-0.410256	3.10956	-3	1
83	1	92681353	92681405	52	0	yes	18.705714	0.84074	0	60	0	0	60	60	12.863636	60.335803	0.045455	0	0	36.727273	25.414997	2	64	18.409091	26.970282	1	64	-18.318182	40.96036	-63	37	7.407407	2.096885	0	60	0	0	60	60	14.894737	64.924653	0.052632	0	0	42	23.12286	2	67	20.105263	28.487609	0	65	-21.894737	43.065705	-65	42	7.407407	2.096885	0	60	0	0	60	60	14.894737	64.924653	0.052632	0	0	42	23.12286	2	67	20.105263	28.487609	0	65	-21.894737	43.065705	-65	42	0	0	0	10	0.188679	0.415094	1	0	7.407407	2.096885	0	60	0	0	60	60	14.894737	64.924653	0.052632	0	0	42	23.12286	2	67	20.105263	28.487609	0	65	-21.894737	43.065705	-65	42	15.410256	1.581069	0	60	0	0	60	60	14.894737	64.924653	0.052632	0	0	42	23.12286	2	67	20.105263	28.487609	0	65	-21.894737	43.065705	-65	42
84	1	94288267	94291847	3580	2	yes	18.991429	1.555998	0	60	0	0	60	60	751.659091	1173.249551	0.363636	0	2773	1.818182	1.674331	0	4	0.068182	0.254972	0	0	-1.75	1.699863	-4	0	16.854545	0.445906	0.685714	60	0	0	60	60	769.139535	1181.322838	0.372093	0	2773	1.627907	1.633332	0	3	0.046512	0.213083	0	0	-1.581395	1.665226	-3	0	27.540656	4.803584	0.804245	60	0	0	60	60	919.269663	1328.054137	0.494382	0	2985	0.786517	1.393752	0	3	0.067416	0.362997	0	0	-0.719101	1.461543	-3	0	0	20	0.005585	17	0.004747	0.497626	0.25747	0.016197	30.541311	0.602734	0	60	0	0	60	60	1059.608696	1450.830421	0.608696	0	3180	0	0	0	0	0.086957	0.463134	0	0	0.086957	0.463134	0	0	31.911681	0.44805	0	59.833333	1.154701	0	60	60	1015.458333	1435.66189	0.583333	0	3180	0	0	0	0	0.145833	0.618495	0	0	0.145833	0.618495	0	0
85	1	94288372	94291256	2884	2	yes	18.142857	1.38023	0	60	0	0	60	60	718.978261	1157.305078	0.347826	0	2773	1.76087	1.662458	0	4	0.065217	0.249637	0	0	-1.695652	1.684829	-4	0	15.4	0.547723	0.985714	60	0	0	60	60	787.452381	1189.448862	0.380952	0	2773	1.52381	1.501838	0	3	0.047619	0.21554	0	0	-1.47619	1.533975	-3	0	15.4	0.547723	0.998267	60	0	0	60	60	787.452381	1189.448862	0.380952	0	2773	1.52381	1.501838	0	3	0.047619	0.21554	0	0	-1.47619	1.533975	-3	0	0	19	0.006586	17	0.005893	0.5026	0.288735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.605714	1.162436	0	60	0	0	60	60	1082.466667	1458.823882	0.6	0	3180	0	0	0	0	0.088889	0.468179	0	0	0.088889	0.468179	0	0
86	1	99179942	99180049	107	1	yes	43.185714	0.644413	0	60	0	0	60	60	347.966102	798.901335	0.271186	0	2153	0.711864	1.702441	0	2	1.576271	2.2066	0	5	0.864407	2.744635	-2	4	34.247706	1.738219	0	60	0	0	60	60	347.966102	798.901335	0.271186	0	2153	0.711864	1.702441	0	2	1.576271	2.2066	0	5	0.864407	2.744635	-2	4	34.247706	1.738219	0	60	0	0	60	60	347.966102	798.901335	0.271186	0	2153	0.711864	1.702441	0	2	1.576271	2.2066	0	5	0.864407	2.744635	-2	4	2	0	0	0	0	0.351852	0.814815	0	34.247706	1.738219	0	60	0	0	60	60	347.966102	798.901335	0.271186	0	2153	0.711864	1.702441	0	2	1.576271	2.2066	0	5	0.864407	2.744635	-2	4	47.698006	0.855217	0	60	0	0	60	60	416.967213	952.170135	0.327869	0	1311	2.278689	12.837615	0	2	1.491803	2.203202	0	5	-0.786885	13.196104	-2	4
87	1	101724122	101724207	85	0	asm	22.922857	0.913002	0	60	0	0	60	60	2.166667	7.710336	0.083333	0	0	50.708333	30.650171	16	80	1.208333	3.810502	0	4	-49.5	29.6384	-78	-16	11.206897	6.730939	0.183908	60	0	0	60	60	2.08	7.560423	0.08	0	0	48.8	31.485446	16	80	1.16	3.738092	0	4	-47.64	30.468399	-78	-16	11.206897	6.730939	0.183908	60	0	0	60	60	2.08	7.560423	0.08	0	0	48.8	31.485446	16	80	1.16	3.738092	0	4	-47.64	30.468399	-78	-16	0	0	0	8	0.093023	0.302326	0	0.930233	11.206897	6.730939	0.183908	60	0	0	60	60	2.08	7.560423	0.08	0	0	48.8	31.485446	16	80	1.16	3.738092	0	4	-47.64	30.468399	-78	-16	26.863248	0.626637	0	60	0	0	60	60	1.793103	7.037549	0.068966	0	0	42.275862	33.549427	1	80	1.275862	3.711917	0	5	-41	32.915476	-78	-1
88	1	105218644	105219462	818	1	yes	24.757143	1.812372	0	60	0	0	60	60	312.757576	698.647802	0.30303	0	1021	1.151515	2.438253	0	3	0	0	0	0	-1.151515	2.438253	-3	0	15.478632	0.937458	0	60	0	0	60	60	368.607143	746.424978	0.357143	0	1636	1.214286	2.629704	0	3	0	0	0	0	-1.214286	2.629704	-3	0	15.204878	0.657056	0	60	0	0	60	60	368.607143	746.424978	0.357143	0	1636	1.214286	2.629704	0	3	0	0	0	0	-1.214286	2.629704	-3	0	0	0	0	2	0.002442	0.269841	0	0.046398	15	0	0	60	0	0	60	60	0	0	0	0	0	1	2.618615	0	3	0	0	0	0	-1	2.618615	-3	0	16.059829	1.1386	0	60	0	0	60	60	140.518519	664.167806	0.074074	0	0	0.703704	2.034601	0	3	0	0	0	0	-0.703704	2.034601	-3	0
89	1	105866770	105867044	274	1	asm	28.305714	1.099998	0	60	0	0	60	60	179.603774	411.727755	0.245283	0	903	0.641509	2.122175	0	0	2.716981	4.101488	0	11	2.075472	4.300488	0	11	5.73913	4.86218	0.746377	60	0	0	60	60	198.3125	428.677787	0.270833	0	1018	0.875	2.840625	0	5	2.9375	4.249687	0	11	2.0625	4.93104	0	11	5.73913	4.86218	0.746377	60	0	0	60	60	198.3125	428.677787	0.270833	0	1018	0.875	2.840625	0	5	2.9375	4.249687	0	11	2.0625	4.93104	0	11	0	1	0.003636	0	0	0.563636	1	0	5.73913	4.86218	0.746377	60	0	0	60	60	198.3125	428.677787	0.270833	0	1018	0.875	2.840625	0	5	2.9375	4.249687	0	11	2.0625	4.93104	0	11	25.937322	1.174273	0.002849	60	0	0	60	60	915.621622	985.426285	0.594595	0	2661	15.567568	7.847648	0	21	0.918919	2.966277	0	2	-14.648649	9.551661	-20	0
90	1	106969623	106969788	165	1	asm	0	0	0	60	0	0	60	60	0	0	0	0	0	1.2	0.83666	0	2	1.8	2.48998	0	5	0.6	1.81659	-1	3	5	0	1	46.307692	26.023658	0.153846	0	60	225.307692	325.098033	0.384615	0	761	0.461538	0.77625	0	2	2.538462	2.536907	0	6	2.076923	2.564551	-1	6	5	0	1	46.307692	26.023658	0.153846	0	60	225.307692	325.098033	0.384615	0	761	0.461538	0.77625	0	2	2.538462	2.536907	0	6	2.076923	2.564551	-1	6	0	16	0.096386	10	0.060241	0.150602	0	1	5	0	1	46.307692	26.023658	0.153846	0	60	225.307692	325.098033	0.384615	0	761	0.461538	0.77625	0	2	2.538462	2.536907	0	6	2.076923	2.564551	-1	6	5	0	1	60	0	0	60	60	585.8	230.425042	1	326	887	0	0	0	0	4.8	1.095445	4	6	4.8	1.095445	4	6
91	1	108402971	108405484	2513	2	yes	33.368571	0.916975	0	60	0	0	60	60	506.042553	1061.239717	0.276596	0	2138	0.468085	0.654452	0	1	0.234043	0.786096	0	1	-0.234043	0.86509	-1	1	21.059829	1.592611	0	60	0	0	60	60	495.5	1052.426901	0.270833	0	2138	0.458333	0.650968	0	1	0.229167	0.778421	0	1	-0.229167	0.856504	-1	1	20.295427	1.642405	0	58.947368	7.947194	0.017544	60	60	417.263158	981.235528	0.22807	0	1982	0.385965	0.619746	0	1	0.210526	0.725476	0	1	-0.175439	0.804514	-1	1	1	1	0.000398	0	0	0.371122	0.124105	0	19.80057	0.400142	0	60	0	0	60	60	0	0	0	0	0	0.190476	0.511766	0	1	0.428571	1.121224	0	1	0.238095	0.768424	0	1	31.153846	0.75912	0	59.574468	2.9173	0	60	60	398.510638	935.266316	0.255319	0	1629	0.170213	0.564113	0	1	0.191489	0.770045	0	1	0.021277	0.607538	0	0
92	1	108733325	108737251	3926	2	yes	24.097143	0.341483	0	60	0	0	60	60	596.060606	1087.297911	0.393939	0	1851	1.878788	2.132451	0	6	2	3.372684	0	8	0.121212	2.407768	-2	4	13.934473	0.912599	0	60	0	0	60	60	562	1064.133284	0.371429	0	1851	2.257143	2.368207	0	6	2.4	3.440246	0	8	0.142857	2.328125	-2	4	13.119145	1.253083	0.000255	60	0	0	60	60	504.358974	1021.282823	0.333333	0	1851	2.358974	2.433183	0	6	2.589744	3.400603	0	8	0.230769	2.287972	-2	4	0	5	0.001273	2	0.000509	0.448179	0.177744	0	10.968661	0.587137	0.002849	60	0	0	60	60	0	0	0	0	0	5.727273	1.61808	6	7	7.272727	2.101947	6	10	1.545455	2.161649	0	4	19.746439	0.737628	0	60	0	0	60	60	361.515152	852.609565	0.212121	0	1382	2.151515	2.916775	0	6	2.666667	3.662877	0	8	0.515152	1.460334	0	2
93	1	108733325	108735802	2477	2	yes	24.097143	0.341483	0	60	0	0	60	60	596.060606	1087.297911	0.393939	0	1851	1.878788	2.132451	0	6	2	3.372684	0	8	0.121212	2.407768	-2	4	13.934473	0.912599	0	60	0	0	60	60	562	1064.133284	0.371429	0	1851	2.257143	2.368207	0	6	2.4	3.440246	0	8	0.142857	2.328125	-2	4	13.70956	0.711057	0	60	0	0	60	60	504.358974	1021.282823	0.333333	0	1851	2.358974	2.433183	0	6	2.589744	3.400603	0	8	0.230769	2.287972	-2	4	0	4	0.001614	0	0	0.46247	0.116223	0	13.931624	0.25275	0	60	0	0	60	60	0	0	0	0	0	4.5	2.82162	0	7	6	3.162278	2	10	1.5	1.951331	0	4	13.965812	0.181971	0	60	0	0	60	60	0	0	0	0	0	4.5	2.82162	0	7	6	3.162278	2	10	1.5	1.951331	0	4
